No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
460,2010,1,20,3,267,-2,-1,1023,3,25.49,0,0
461,2010,1,20,4,71,-3,1,1023,3,28.62,0,0
462,2010,1,20,5,81,-3,0,1024,3,31.75,0,0
463,2010,1,20,6,51,-5,2,1026,3,36.67,0,0
464,2010,1,20,7,49,-9,1,1027,3,41.59,0,0
465,2010,1,20,8,44,-10,0,1028,3,48.74,0,0
466,2010,1,20,9,45,-10,0,1030,3,55.89,0,0
467,2010,1,20,10,35,-11,1,1032,3,63.04,0,0
468,2010,1,20,11,29,-13,0,1033,3,71.09,0,0
469,2010,1,20,12,27,-13,0,1033,3,78.24,0,0
470,2010,1,20,13,29,-13,-1,1033,4,8.05,0,0
471,2010,1,20,14,16,-13,-1,1032,3,7.15,0,0
472,2010,1,20,15,23,-15,-1,1032,4,5.81,0,0
473,2010,1,20,16,28,-14,-1,1033,3,5.81,0,0
474,2010,1,20,17,22,-15,-2,1033,3,12.96,0,0
475,2010,1,20,18,11,-16,-3,1034,3,21.01,0,0
476,2010,1,20,19,25,-17,-4,1035,3,28.16,0,0
477,2010,1,20,20,16,-19,-3,1036,3,37.99,0,0
478,2010,1,20,21,20,-18,-4,1037,3,46.93,0,0
479,2010,1,20,22,20,-19,-4,1038,3,55.87,0,0
480,2010,1,20,23,18,-19,-5,1038,3,65.7,0,0
481,2010,1,21,0,18,-20,-6,1038,3,75.53,0,0
482,2010,1,21,1,17,-20,-6,1038,3,85.36,0,0
483,2010,1,21,2,17,-20,-7,1038,3,95.19,0,0
484,2010,1,21,3,17,-22,-8,1038,3,103.24,0,0
485,2010,1,21,4,15,-23,-8,1038,3,111.29,0,0
486,2010,1,21,5,19,-24,-9,1038,3,118.44,0,0
487,2010,1,21,6,16,-24,-9,1038,3,128.27,0,0
488,2010,1,21,7,18,-25,-9,1038,3,138.1,0,0
489,2010,1,21,8,18,-25,-8,1039,3,147.04,0,0
490,2010,1,21,9,18,-25,-8,1039,3,155.98,0,0
491,2010,1,21,10,26,-22,-7,1039,3,160.9,0,0
492,2010,1,21,11,26,-22,-7,1038,4,3.13,0,0
493,2010,1,21,12,25,-22,-5,1037,3,4.02,0,0
494,2010,1,21,13,24,-21,-5,1035,4,3.13,0,0
495,2010,1,21,14,15,-21,-4,1034,1,1.79,0,0
496,2010,1,21,15,17,-20,-3,1034,4,1.79,0,0
497,2010,1,21,16,15,-21,-2,1033,3,4.92,0,0
498,2010,1,21,17,21,-20,-2,1033,3,10.73,0,0
499,2010,1,21,18,40,-20,-2,1034,3,15.65,0,0
500,2010,1,21,19,51,-19,-3,1034,3,21.46,0,0
501,2010,1,21,20,45,-19,-3,1035,3,25.48,0,0
502,2010,1,21,21,61,-17,-8,1035,4,0.89,0,0
503,2010,1,21,22,72,-18,-9,1035,3,1.79,0,0
504,2010,1,21,23,38,-18,-9,1035,3,3.58,0,0
505,2010,1,22,0,35,-18,-6,1036,3,7.6,0,0
506,2010,1,22,1,29,-20,-4,1037,3,17.43,0,0
507,2010,1,22,2,26,-21,-5,1037,3,27.26,0,0
508,2010,1,22,3,18,-21,-6,1037,3,35.31,0,0
509,2010,1,22,4,15,-20,-7,1036,3,42.46,0,0
510,2010,1,22,5,15,-20,-7,1035,3,48.27,0,0
511,2010,1,22,6,22,-20,-7,1035,3,54.08,0,0
512,2010,1,22,7,21,-20,-7,1036,3,59,0,0
513,2010,1,22,8,19,-19,-7,1036,3,63.92,0,0
514,2010,1,22,9,22,-20,-5,1036,3,67.94,0,0
515,2010,1,22,10,25,-19,-4,1036,3,75.09,0,0
516,2010,1,22,11,22,-19,-4,1036,3,84.03,0,0
517,2010,1,22,12,26,-19,-3,1035,3,95.21,0,0
518,2010,1,22,13,32,-18,-3,1034,3,105.04,0,0
519,2010,1,22,14,30,-19,-2,1033,3,114.87,0,0
520,2010,1,22,15,32,-18,-2,1032,3,124.7,0,0
521,2010,1,22,16,30,-18,-2,1032,3,133.64,0,0
522,2010,1,22,17,32,-18,-2,1032,3,139.45,0,0
523,2010,1,22,18,37,-18,-3,1032,3,144.37,0,0
524,2010,1,22,19,49,-17,-5,1033,3,149.29,0,0
525,2010,1,22,20,47,-18,-4,1033,3,153.31,0,0
526,2010,1,22,21,39,-17,-4,1032,3,159.12,0,0
527,2010,1,22,22,35,-17,-4,1032,3,164.04,0,0
528,2010,1,22,23,48,-17,-7,1032,3,168.06,0,0
529,2010,1,23,0,49,-17,-4,1033,3,172.08,0,0
530,2010,1,23,1,24,-17,-8,1033,2,0.89,0,0
531,2010,1,23,2,23,-17,-5,1032,3,4.92,0,0
532,2010,1,23,3,20,-18,-6,1032,3,8.05,0,0
533,2010,1,23,4,19,-18,-5,1031,3,12.97,0,0
534,2010,1,23,5,16,-18,-6,1031,3,16.1,0,0
535,2010,1,23,6,22,-18,-7,1031,3,20.12,0,0
536,2010,1,23,7,24,-18,-7,1031,3,24.14,0,0
537,2010,1,23,8,24,-18,-6,1031,3,25.93,0,0
538,2010,1,23,9,41,-18,-2,1031,3,30.85,0,0
539,2010,1,23,10,23,-17,-1,1031,3,38.9,0,0
540,2010,1,23,11,19,-17,0,1030,3,46.95,0,0
541,2010,1,23,12,15,-19,1,1029,3,55,0,0
542,2010,1,23,13,19,-20,2,1027,3,63.05,0,0
543,2010,1,23,14,17,-19,2,1025,3,71.1,0,0
544,2010,1,23,15,17,-19,3,1024,3,79.15,0,0
545,2010,1,23,16,22,-19,3,1024,3,86.3,0,0
546,2010,1,23,17,0,-18,2,1024,3,91.22,0,0
547,2010,1,23,18,0,-18,1,1024,3,96.14,0,0
548,2010,1,23,19,0,-17,0,1024,3,100.16,0,0
549,2010,1,23,20,0,-18,0,1024,1,1.79,0,0
550,2010,1,23,21,0,-15,-3,1024,2,0.89,0,0
551,2010,1,23,22,0,-16,0,1023,3,1.79,0,0
552,2010,1,23,23,0,-16,0,1023,3,4.92,0,0
553,2010,1,24,0,0,-15,-2,1022,3,6.71,0,0
554,2010,1,24,1,0,-14,-7,1022,2,0.45,0,0
555,2010,1,24,2,0,-14,-8,1021,3,1.79,0,0
556,2010,1,24,3,0,-16,-11,1021,3,3.58,0,0
557,2010,1,24,4,0,-14,-9,1019,3,4.47,0,0
558,2010,1,24,5,0,-15,-10,1019,2,0.89,0,0
559,2010,1,24,6,0,-16,-12,1019,1,0.89,0,0
560,2010,1,24,7,0,-15,-12,1019,2,0.89,0,0
561,2010,1,24,8,0,-16,-13,1019,4,1.79,0,0
562,2010,1,24,9,0,-13,-7,1020,2,0.89,0,0
563,2010,1,24,10,0,-12,-4,1019,2,1.78,0,0
564,2010,1,24,11,0,-13,0,1019,2,2.67,0,0
565,2010,1,24,12,0,-16,4,1018,3,4.02,0,0
566,2010,1,24,13,0,-19,5,1017,3,13.85,0,0
567,2010,1,24,14,0,-18,5,1017,3,22.79,0,0
568,2010,1,24,15,0,-19,5,1017,3,32.62,0,0
569,2010,1,24,16,0,-20,5,1018,3,40.67,0,0
570,2010,1,24,17,0,-19,3,1020,3,49.61,0,0
571,2010,1,24,18,0,-18,1,1023,3,61.68,0,0
572,2010,1,24,19,0,-20,-1,1027,3,76.88,0,0
573,2010,1,24,20,0,-20,-2,1028,3,89.84,0,0
574,2010,1,24,21,0,-21,-3,1029,3,98.78,0,0
575,2010,1,24,22,0,-25,-4,1030,3,113.98,0,0
576,2010,1,24,23,0,-26,-5,1031,3,129.18,0,0
577,2010,1,25,0,0,-25,-5,1031,3,141.25,0,0
578,2010,1,25,1,0,-25,-6,1031,3,150.19,0,0
579,2010,1,25,2,0,-24,-6,1032,3,162.26,0,0
580,2010,1,25,3,0,-24,-6,1033,3,172.09,0,0
581,2010,1,25,4,0,-23,-6,1033,3,181.92,0,0
582,2010,1,25,5,0,-22,-7,1033,3,187.73,0,0
583,2010,1,25,6,0,-21,-7,1033,3,192.65,0,0
584,2010,1,25,7,0,-21,-7,1034,3,196.67,0,0
585,2010,1,25,8,0,-21,-6,1035,3,201.59,0,0
586,2010,1,25,9,0,-21,-4,1036,3,207.4,0,0
587,2010,1,25,10,0,-22,-3,1036,3,216.34,0,0
588,2010,1,25,11,0,-22,-2,1036,3,222.15,0,0
589,2010,1,25,12,0,-23,-1,1035,3,230.2,0,0
590,2010,1,25,13,0,-26,1,1033,3,238.25,0,0
591,2010,1,25,14,0,-25,2,1032,3,245.4,0,0
592,2010,1,25,15,0,-25,2,1031,3,252.55,0,0
593,2010,1,25,16,0,-24,2,1031,3,257.47,0,0
594,2010,1,25,17,0,-22,1,1031,1,4.02,0,0
595,2010,1,25,18,0,-19,-1,1031,1,7.15,0,0
596,2010,1,25,19,0,-19,-1,1031,1,10.28,0,0
597,2010,1,25,20,0,-17,-4,1031,1,12.07,0,0
598,2010,1,25,21,0,-18,-1,1031,1,15.2,0,0
599,2010,1,25,22,0,-18,-5,1030,2,0.89,0,0
600,2010,1,25,23,0,-18,-3,1030,1,3.13,0,0
601,2010,1,26,0,0,-16,-9,1030,2,0.89,0,0
602,2010,1,26,1,0,-16,-8,1029,2,1.78,0,0
603,2010,1,26,2,0,-16,-11,1029,2,2.23,0,0
604,2010,1,26,3,0,-16,-12,1029,2,3.12,0,0
605,2010,1,26,4,0,-16,-10,1028,3,3.13,0,0
606,2010,1,26,5,0,-17,-10,1028,3,4.92,0,0
607,2010,1,26,6,0,-17,-12,1027,3,6.71,0,0
608,2010,1,26,7,0,-17,-10,1027,3,8.5,0,0
609,2010,1,26,8,0,-18,-13,1028,4,1.79,0,0
610,2010,1,26,9,0,-16,-8,1028,3,4.02,0,0
611,2010,1,26,10,0,-16,-6,1027,3,5.81,0,0
612,2010,1,26,11,0,-15,-3,1027,2,0.89,0,0
613,2010,1,26,12,88,-15,-1,1025,1,1.79,0,0
614,2010,1,26,13,85,-18,0,1024,1,3.58,0,0
615,2010,1,26,14,90,-19,1,1023,2,0.89,0,0
616,2010,1,26,15,127,-18,2,1021,1,1.79,0,0
617,2010,1,26,16,144,-17,1,1021,1,4.92,0,0
618,2010,1,26,17,203,-14,-1,1021,1,5.81,0,0
619,2010,1,26,18,199,-13,-3,1021,1,6.7,0,0
620,2010,1,26,19,231,-13,-3,1021,2,0.89,0,0
621,2010,1,26,20,274,-11,-5,1020,4,0.89,0,0
622,2010,1,26,21,340,-13,-6,1020,3,1.79,0,0
623,2010,1,26,22,298,-11,-5,1020,2,0.89,0,0
624,2010,1,26,23,268,-11,-4,1019,3,1.79,0,0
625,2010,1,27,0,299,-11,-4,1019,3,3.58,0,0
626,2010,1,27,1,300,-12,-3,1018,3,5.37,0,0
627,2010,1,27,2,240,-11,-4,1017,3,7.16,0,0
628,2010,1,27,3,213,-11,-4,1016,3,10.29,0,0
629,2010,1,27,4,171,-12,-3,1016,3,12.08,0,0
630,2010,1,27,5,153,-11,-4,1016,3,15.21,0,0
631,2010,1,27,6,153,-11,-5,1015,3,17,0,0
632,2010,1,27,7,140,-11,-4,1015,3,18.79,0,0
633,2010,1,27,8,147,-11,-3,1015,4,3.13,0,0
634,2010,1,27,9,158,-10,-1,1015,4,6.26,0,0
635,2010,1,27,10,153,-9,1,1015,4,9.39,0,0
636,2010,1,27,11,154,-9,3,1015,3,1.79,0,0
637,2010,1,27,12,143,-9,4,1014,3,4.92,0,0
638,2010,1,27,13,90,-9,6,1013,3,8.05,0,0
639,2010,1,27,14,55,-13,8,1012,3,16.1,0,0
640,2010,1,27,15,52,-14,8,1013,3,24.15,0,0
641,2010,1,27,16,41,-14,7,1014,3,32.2,0,0
642,2010,1,27,17,29,-13,7,1015,3,39.35,0,0
643,2010,1,27,18,37,-13,5,1016,3,47.4,0,0
644,2010,1,27,19,49,-12,4,1018,3,52.32,0,0
645,2010,1,27,20,56,-13,3,1019,3,56.34,0,0
646,2010,1,27,21,38,-14,3,1020,3,62.15,0,0
647,2010,1,27,22,37,-14,3,1021,3,67.96,0,0
648,2010,1,27,23,28,-14,0,1022,3,71.98,0,0
649,2010,1,28,0,20,-13,-1,1023,3,76.9,0,0
650,2010,1,28,1,22,-15,-1,1023,4,7.15,0,0
651,2010,1,28,2,27,-15,-1,1024,4,12.07,0,0
652,2010,1,28,3,34,-15,-2,1025,4,16.09,0,0
653,2010,1,28,4,27,-15,-2,1025,4,21.01,0,0
654,2010,1,28,5,32,-15,-3,1025,4,25.03,0,0
655,2010,1,28,6,28,-15,-3,1025,3,3.13,0,0
656,2010,1,28,7,28,-15,-3,1026,3,8.05,0,0
657,2010,1,28,8,18,-16,-3,1027,3,12.97,0,0
658,2010,1,28,9,17,-17,-2,1028,3,20.12,0,0
659,2010,1,28,10,16,-18,-2,1029,3,25.93,0,0
660,2010,1,28,11,18,-19,-1,1028,3,35.76,0,0
661,2010,1,28,12,16,-21,1,1027,3,44.7,0,0
662,2010,1,28,13,12,-24,1,1026,3,53.64,0,0
663,2010,1,28,14,13,-25,1,1026,3,62.58,0,0
664,2010,1,28,15,23,-25,1,1026,3,72.41,0,0
665,2010,1,28,16,21,-24,1,1026,3,82.24,0,0
666,2010,1,28,17,13,-25,0,1026,3,91.18,0,0
667,2010,1,28,18,14,-22,0,1027,3,99.23,0,0
668,2010,1,28,19,23,-20,-1,1027,3,103.25,0,0
669,2010,1,28,20,16,-21,-1,1027,3,105.04,0,0
670,2010,1,28,21,25,-21,-4,1028,4,0.89,0,0
671,2010,1,28,22,20,-21,-2,1027,3,4.02,0,0
672,2010,1,28,23,25,-22,-2,1027,3,7.15,0,0
673,2010,1,29,0,19,-22,-1,1027,3,12.07,0,0
674,2010,1,29,1,24,-21,-4,1027,3,15.2,0,0
675,2010,1,29,2,25,-21,-4,1026,2,0.89,0,0
676,2010,1,29,3,20,-19,-8,1026,4,1.79,0,0
677,2010,1,29,4,24,-20,-7,1025,2,0.89,0,0
678,2010,1,29,5,17,-20,-8,1024,3,1.79,0,0
679,2010,1,29,6,10,-18,-10,1024,2,0.89,0,0
680,2010,1,29,7,11,-21,-2,1024,3,4.02,0,0
681,2010,1,29,8,16,-21,-1,1025,3,9.83,0,0
682,2010,1,29,9,20,-24,1,1025,3,17.88,0,0
683,2010,1,29,10,13,-25,2,1025,3,26.82,0,0
684,2010,1,29,11,12,-24,3,1024,3,33.97,0,0
685,2010,1,29,12,12,-25,4,1023,3,42.02,0,0
686,2010,1,29,13,12,-24,5,1022,3,50.07,0,0
687,2010,1,29,14,12,-25,6,1020,3,57.22,0,0
688,2010,1,29,15,31,-25,6,1020,3,65.27,0,0
689,2010,1,29,16,36,-23,6,1020,3,72.42,0,0
690,2010,1,29,17,42,-22,5,1020,3,78.23,0,0
691,2010,1,29,18,52,-21,5,1020,3,84.04,0,0
692,2010,1,29,19,26,-20,5,1020,3,89.85,0,0
693,2010,1,29,20,24,-20,3,1020,3,93.87,0,0
694,2010,1,29,21,25,-20,3,1020,3,97.89,0,0
695,2010,1,29,22,43,-19,3,1021,3,101.02,0,0
696,2010,1,29,23,47,-19,3,1020,3,105.94,0,0
697,2010,1,30,0,61,-18,0,1020,3,109.96,0,0
698,2010,1,30,1,66,-18,0,1020,3,114.88,0,0
699,2010,1,30,2,65,-15,-1,1020,2,1.79,0,0
700,2010,1,30,3,70,-15,-2,1020,3,0.89,0,0
701,2010,1,30,4,36,-16,-1,1020,3,4.02,0,0
702,2010,1,30,5,37,-16,-4,1019,3,8.94,0,0
703,2010,1,30,6,22,-15,-5,1020,2,0.89,0,0
704,2010,1,30,7,24,-16,-5,1020,3,3.13,0,0
705,2010,1,30,8,29,-15,-6,1021,2,0.89,0,0
706,2010,1,30,9,35,-15,0,1021,3,4.02,0,0
707,2010,1,30,10,35,-18,3,1021,3,8.04,0,0
708,2010,1,30,11,33,-21,5,1020,3,12.96,0,0
709,2010,1,30,12,32,-22,6,1020,3,18.77,0,0
710,2010,1,30,13,25,-22,7,1019,3,25.92,0,0
711,2010,1,30,14,16,-22,7,1018,3,35.75,0,0
712,2010,1,30,15,26,-23,7,1018,3,45.58,0,0
713,2010,1,30,16,32,-23,7,1017,3,52.73,0,0
714,2010,1,30,17,36,-22,6,1018,3,58.54,0,0
715,2010,1,30,18,37,-21,5,1018,3,64.35,0,0
716,2010,1,30,19,45,-21,5,1019,3,70.16,0,0
717,2010,1,30,20,71,-19,4,1019,3,74.18,0,0
718,2010,1,30,21,67,-19,5,1020,3,78.2,0,0
719,2010,1,30,22,69,-19,2,1020,3,81.33,0,0
720,2010,1,30,23,94,-18,2,1021,3,84.46,0,0
721,2010,1,31,0,85,-18,1,1021,3,87.59,0,0
722,2010,1,31,1,35,-18,1,1021,3,90.72,0,0
723,2010,1,31,2,26,-16,-3,1022,3,93.85,0,0
724,2010,1,31,3,24,-15,-2,1022,3,95.64,0,0
725,2010,1,31,4,20,-15,0,1022,3,99.66,0,0
726,2010,1,31,5,16,-17,1,1023,3,105.47,0,0
727,2010,1,31,6,18,-15,0,1023,3,109.49,0,0
728,2010,1,31,7,19,-18,0,1025,3,113.51,0,0
729,2010,1,31,8,22,-17,0,1025,3,116.64,0,0
730,2010,1,31,9,17,-17,2,1026,3,120.66,0,0
731,2010,1,31,10,18,-19,3,1026,3,129.6,0,0
732,2010,1,31,11,11,-19,4,1026,3,138.54,0,0
733,2010,1,31,12,11,-20,5,1025,3,145.69,0,0
734,2010,1,31,13,16,-17,5,1024,4,4.02,0,0
735,2010,1,31,14,18,-18,6,1024,4,7.15,0,0
736,2010,1,31,15,17,-18,6,1024,2,0.89,0,0
737,2010,1,31,16,19,-18,5,1024,1,1.79,0,0
738,2010,1,31,17,26,-17,4,1024,1,3.58,0,0
739,2010,1,31,18,24,-17,1,1024,4,1.79,0,0
740,2010,1,31,19,54,-15,-1,1025,4,2.68,0,0
741,2010,1,31,20,71,-13,-1,1025,2,0.89,0,0
742,2010,1,31,21,129,-8,-1,1026,1,5.81,0,0
743,2010,1,31,22,145,-7,-2,1027,1,10.73,0,0
744,2010,1,31,23,101,-7,-2,1027,1,13.86,0,0
745,2010,2,1,0,65,-8,-3,1027,1,15.65,0,0
746,2010,2,1,1,70,-9,-4,1027,4,0.89,0,0
747,2010,2,1,2,67,-9,-4,1027,4,1.78,0,0
748,2010,2,1,3,76,-9,-4,1027,2,0.89,0,0
749,2010,2,1,4,76,-9,-4,1026,1,0.89,0,0
750,2010,2,1,5,68,-9,-5,1027,2,0.89,0,0
751,2010,2,1,6,73,-10,-4,1027,1,0.89,0,0
752,2010,2,1,7,73,-10,-4,1027,2,0.89,0,0
753,2010,2,1,8,64,-10,-6,1028,4,0.89,0,0
754,2010,2,1,9,53,-9,-3,1028,1,1.79,0,0
755,2010,2,1,10,72,-9,-2,1028,2,0.89,0,0
756,2010,2,1,11,78,-9,-1,1028,1,1.79,0,0
757,2010,2,1,12,72,-10,0,1027,1,6.71,0,0
758,2010,2,1,13,56,-12,0,1026,1,10.73,0,0
759,2010,2,1,14,54,-14,1,1026,1,14.75,0,0
760,2010,2,1,15,40,-14,0,1025,1,16.54,0,0
761,2010,2,1,16,49,-12,0,1026,1,19.67,0,0
762,2010,2,1,17,63,-10,-1,1025,1,21.46,0,0
763,2010,2,1,18,66,-9,-2,1026,1,23.25,0,0
764,2010,2,1,19,64,-10,-2,1026,1,26.38,0,0
765,2010,2,1,20,63,-10,-4,1027,1,30.4,0,0
766,2010,2,1,21,65,-10,-5,1027,1,34.42,0,0
767,2010,2,1,22,64,-10,-5,1027,1,39.34,0,0
768,2010,2,1,23,64,-11,-7,1027,1,41.13,0,0
769,2010,2,2,0,62,-10,-7,1028,1,42.92,0,0
770,2010,2,2,1,56,-11,-8,1028,2,0.89,0,0
771,2010,2,2,2,87,-11,-9,1028,2,1.34,0,0
772,2010,2,2,3,72,-11,-10,1028,4,1.79,0,0
773,2010,2,2,4,104,-12,-10,1028,2,0.89,0,0
774,2010,2,2,5,97,-13,-11,1028,4,0.89,0,0
775,2010,2,2,6,96,-11,-9,1028,2,0.89,0,0
776,2010,2,2,7,86,-11,-8,1028,1,0.89,0,0
777,2010,2,2,8,85,-10,-7,1029,3,1.79,0,0
778,2010,2,2,9,92,-14,-6,1029,4,4.92,0,0
779,2010,2,2,10,55,-18,-5,1029,4,10.73,0,0
780,2010,2,2,11,36,-20,-3,1029,4,14.75,0,0
781,2010,2,2,12,27,-20,-2,1028,4,16.54,0,0
782,2010,2,2,13,25,-20,-1,1028,4,18.33,0,0
783,2010,2,2,14,28,-20,0,1027,2,1.79,0,0
784,2010,2,2,15,32,-22,0,1027,2,2.68,0,0
785,2010,2,2,16,35,-22,1,1027,2,3.57,0,0
786,2010,2,2,17,43,-19,-2,1027,4,1.79,0,0
787,2010,2,2,18,70,-20,-4,1028,3,3.13,0,0
788,2010,2,2,19,83,-21,-3,1029,3,4.02,0,0
789,2010,2,2,20,66,-19,-6,1029,2,0.89,0,0
790,2010,2,2,21,70,-16,-7,1029,4,0.89,0,0
791,2010,2,2,22,80,-21,-5,1030,3,1.79,0,0
792,2010,2,2,23,88,-19,-8,1030,3,4.92,0,0
793,2010,2,3,0,69,-20,-8,1030,3,8.05,0,0
794,2010,2,3,1,71,-21,-8,1030,2,0.89,0,0
795,2010,2,3,2,62,-18,-10,1030,4,0.89,0,0
796,2010,2,3,3,73,-17,-10,1030,2,0.89,0,0
797,2010,2,3,4,107,-17,-12,1030,1,0.89,0,0
798,2010,2,3,5,94,-17,-13,1030,3,1.79,0,0
799,2010,2,3,6,121,-17,-13,1030,3,4.92,0,0
800,2010,2,3,7,132,-19,-11,1030,2,0.89,0,0
801,2010,2,3,8,161,-18,-11,1030,2,1.34,0,0
802,2010,2,3,9,120,-18,-8,1030,3,1.79,0,0
803,2010,2,3,10,72,-19,-4,1030,4,3.13,0,0
804,2010,2,3,11,58,-20,-2,1030,3,4.92,0,0
805,2010,2,3,12,34,-22,0,1029,3,12.07,0,0
806,2010,2,3,13,14,-23,1,1027,3,19.22,0,0
807,2010,2,3,14,17,-24,1,1026,3,28.16,0,0
808,2010,2,3,15,15,-25,2,1026,3,37.1,0,0
809,2010,2,3,16,23,-22,2,1026,3,46.93,0,0
810,2010,2,3,17,34,-21,1,1026,3,54.08,0,0
811,2010,2,3,18,96,-22,1,1026,3,59,0,0
812,2010,2,3,19,87,-17,0,1027,3,63.02,0,0
813,2010,2,3,20,87,-20,-4,1027,2,0.89,0,0
814,2010,2,3,21,95,-20,-5,1028,3,1.79,0,0
815,2010,2,3,22,105,-21,-6,1028,3,4.92,0,0
816,2010,2,3,23,114,-21,-7,1028,2,0.45,0,0
817,2010,2,4,0,103,-21,-7,1028,3,1.79,0,0
818,2010,2,4,1,99,-21,-8,1028,3,4.92,0,0
819,2010,2,4,2,102,-21,-9,1028,2,0.89,0,0
820,2010,2,4,3,104,-19,-10,1028,2,1.34,0,0
821,2010,2,4,4,78,-19,-10,1028,3,1.79,0,0
822,2010,2,4,5,33,-19,-12,1028,2,0.89,0,0
823,2010,2,4,6,29,-18,-12,1028,1,0.89,0,0
824,2010,2,4,7,27,-20,-15,1028,3,4.02,0,0
825,2010,2,4,8,27,-17,-10,1028,3,8.04,0,0
826,2010,2,4,9,26,-19,-5,1028,3,12.06,0,0
827,2010,2,4,10,33,-20,-3,1028,3,15.19,0,0
828,2010,2,4,11,29,-20,-2,1028,4,4.02,0,0
829,2010,2,4,12,31,-22,0,1027,3,3.13,0,0
830,2010,2,4,13,28,-22,1,1025,3,7.15,0,0
831,2010,2,4,14,28,-22,1,1025,4,1.79,0,0
832,2010,2,4,15,61,-23,1,1024,4,4.92,0,0
833,2010,2,4,16,64,-23,1,1024,4,6.71,0,0
834,2010,2,4,17,80,-22,0,1024,4,8.5,0,0
835,2010,2,4,18,91,-20,-4,1025,4,11.63,0,0
836,2010,2,4,19,79,-22,-3,1026,4,14.76,0,0
837,2010,2,4,20,48,-22,-3,1026,4,15.65,0,0
838,2010,2,4,21,59,-20,-5,1027,3,1.79,0,0
839,2010,2,4,22,82,-21,-3,1027,2,0.89,0,0
840,2010,2,4,23,63,-19,-4,1027,4,1.79,0,0
841,2010,2,5,0,48,-19,-4,1027,4,4.92,0,0
842,2010,2,5,1,54,-19,-4,1027,4,8.05,0,0
843,2010,2,5,2,42,-19,-4,1028,2,0.89,0,0
844,2010,2,5,3,47,-19,-5,1028,4,1.79,0,0
845,2010,2,5,4,87,-15,-5,1028,1,1.79,0,0
846,2010,2,5,5,105,-13,-6,1028,4,0.89,0,0
847,2010,2,5,6,90,-13,-7,1029,2,0.89,0,0
848,2010,2,5,7,101,-12,-7,1030,2,1.78,0,0
849,2010,2,5,8,126,-19,-6,1030,4,3.13,0,0
850,2010,2,5,9,114,-18,-5,1031,4,4.92,0,0
851,2010,2,5,10,103,-14,-4,1031,2,1.79,0,0
852,2010,2,5,11,114,-13,-3,1031,1,1.79,0,0
853,2010,2,5,12,100,-14,-2,1031,1,3.58,0,0
854,2010,2,5,13,72,-13,-1,1030,1,6.71,0,0
855,2010,2,5,14,68,-14,-1,1029,2,1.79,0,0
856,2010,2,5,15,72,-13,-1,1029,1,1.79,0,0
857,2010,2,5,16,71,-12,-1,1029,1,3.58,0,0
858,2010,2,5,17,80,-12,-2,1030,1,5.37,0,0
859,2010,2,5,18,70,-12,-4,1030,1,6.26,0,0
860,2010,2,5,19,63,-13,-4,1031,1,8.05,0,0
861,2010,2,5,20,67,-13,-5,1031,1,8.94,0,0
862,2010,2,5,21,62,-12,-5,1032,1,9.83,0,0
863,2010,2,5,22,69,-12,-6,1033,1,11.62,0,0
864,2010,2,5,23,58,-11,-6,1033,1,13.41,0,0
865,2010,2,6,0,51,-11,-7,1033,1,15.2,0,0
866,2010,2,6,1,51,-11,-8,1033,1,16.99,0,0
867,2010,2,6,2,54,-11,-8,1033,1,18.78,0,0
868,2010,2,6,3,45,-11,-8,1033,1,20.57,0,0
869,2010,2,6,4,47,-11,-7,1032,1,23.7,0,0
870,2010,2,6,5,85,-11,-7,1032,1,25.49,0,0
871,2010,2,6,6,78,-12,-7,1032,1,27.28,0,0
872,2010,2,6,7,68,-12,-7,1032,1,29.07,0,0
873,2010,2,6,8,64,-13,-7,1033,2,0.89,0,0
874,2010,2,6,9,65,-12,-6,1033,1,1.79,1,0
875,2010,2,6,10,80,-11,-5,1032,1,4.92,0,0
876,2010,2,6,11,74,-11,-4,1032,1,8.05,0,0
877,2010,2,6,12,93,-11,-3,1031,1,11.18,0,0
878,2010,2,6,13,77,-11,-3,1030,1,15.2,0,0
879,2010,2,6,14,67,-12,-2,1029,1,19.22,0,0
880,2010,2,6,15,84,-12,-2,1029,1,22.35,0,0
881,2010,2,6,16,77,-12,-2,1028,1,25.48,0,0
882,2010,2,6,17,83,-12,-2,1027,1,29.5,0,0
883,2010,2,6,18,82,-10,-3,1028,1,33.52,0,0
884,2010,2,6,19,100,-9,-3,1029,1,35.31,1,0
885,2010,2,6,20,189,-7,-4,1029,1,37.1,2,0
886,2010,2,6,21,99,-6,-5,1028,1,38.89,3,0
887,2010,2,6,22,71,-6,-5,1028,1,42.02,4,0
888,2010,2,6,23,43,-6,-5,1027,1,45.15,5,0
889,2010,2,7,0,64,-6,-5,1027,1,46.94,6,0
890,2010,2,7,1,68,-7,-5,1026,1,48.73,7,0
891,2010,2,7,2,69,-7,-5,1025,2,0.89,8,0
892,2010,2,7,3,65,-7,-5,1025,2,1.78,9,0
893,2010,2,7,4,71,-7,-6,1024,3,0.89,10,0
894,2010,2,7,5,77,-7,-6,1024,2,0.89,0,0
895,2010,2,7,6,81,-7,-6,1024,3,0.89,0,0
896,2010,2,7,7,88,-7,-6,1023,3,1.78,0,0
897,2010,2,7,8,90,-6,-5,1024,4,1.79,0,0
898,2010,2,7,9,92,-6,-5,1024,3,1.79,1,0
899,2010,2,7,10,88,-6,-4,1023,3,3.58,0,0
